entity_id,name,normalized_name,entity_type,doc_id,chunk_id,confidence,evidence
ENT-a88e7bc4c8bdeff77233,Ducks Unlimited,ducks unlimited,agency,DOC009,DOC009-C0009,0.92,"Ducks Unlimited Drue Winters, American Fisheries Society Dennis Zabaglo, Tahoe Regional Planning Authority APPENDIX B AIS Commission: Process and Meetings The AIS Commission received input from and engaged in dialogue with key stakehol"
ENT-64af88cdd309c14dda9d,Ducks Unlimited,ducks unlimited,agency,DOC009,DOC009-C0010,0.92,"Ducks Unlimited Drue Winters, American Fisheries Society Dennis Zabaglo, Tahoe Regional Planning Authority APPENDIX B AIS Commission: Process and Meetings The AIS Commission received input from and engaged in dialogue with key stakehol"
ENT-1269257ee41ddbec2692,Ducks Unlimited,ducks unlimited,agency,DOC013,DOC013-C0008,0.92,Ducks Unlimited Conservation Plans •
ENT-50bea246b42280a1af50,Ducks Unlimited,ducks unlimited,agency,DOC013,DOC013-C0009,0.92,"” – Scott Stevens, Ducks Unlimited, Bismarck, North Dakota Oystercatcher/South Carolina DNR Working Together to Prevent Wildlife from Becoming Endangered 15 streams and swim to the sea?"
ENT-a78248d10dc594cf7cc4,Ducks Unlimited,ducks unlimited,agency,DOC013,DOC013-C0010,0.92,"” – Scott Stevens, Ducks Unlimited, Bismarck, North Dakota Oystercatcher/South Carolina DNR Working Together to Prevent Wildlife from Becoming Endangered 15 streams and swim to the sea?"
ENT-527cd04641dd3427cf3c,Ducks Unlimited,ducks unlimited,agency,DOC013,DOC013-C0031,0.92,"Ducks Unlimited, Water Education Foun-"
ENT-233681663911e7e5e7da,Ducks Unlimited,ducks unlimited,agency,DOC013,DOC013-C0032,0.92,"Ducks Unlimited, Water Education Foun- dation, Trout Unlimited, Natural Resource Conservation Service, California Water- fowl Association, Resource Land Owners Coalition, Riparian Habitat Joint Venture, and many others."
ENT-454e28171013f7595978,Ducks Unlimited,ducks unlimited,agency,DOC013,DOC013-C0037,0.92,"Ducks Unlimited, Trout Unlimited, tribal groups, watershed groups, land trusts, and many others."
ENT-bd6bbac1de209085fee4,Ducks Unlimited,ducks unlimited,agency,DOC013,DOC013-C0052,0.92,Ducks Unlimited 87 Highlight habitats Wildlife (examples) Issue (examples) Action (examples) Savanna Ownership: mix of private and public •
ENT-7aaa6409789ae70cf6a3,Ducks Unlimited,ducks unlimited,agency,DOC013,DOC013-C0079,0.92,Ducks Unlimited Inc.
ENT-57d57edcece4dbc07ba9,Ducks Unlimited,ducks unlimited,agency,DOC013,DOC013-C0096,0.92,"” –Scott Stephens Director of Conservation Planning, Ducks Unlimited, Inc."
ENT-850341100ae1a9ac983a,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0003,0.92,"Ducks Unlimited Canada, and Environment and Climate Change Canada have recorded bird sounds to identify marshland species in B.C.’s Cariboo–Chilcotin region."
ENT-d0451f2c39013e586951,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0004,0.92,"Ducks Unlimited Canada Eastern Habitat Joint Venture www.ehjv.ca www.ehjv.ca/fr The Eastern Habitat Joint Venture (E H J V) covers 780 million acres (316 million hectares) spanning the provinces of Ontario, Quebec, New Brunswick, Nova"
ENT-d1aee4ff8a05267c77a4,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0005,0.92,Ducks Unlimited Canada (D U C) is work- ing with landowners across Atlantic Canada through its Small Marsh Restoration Program.
ENT-16d9b8c747ef224f1c75,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0006,0.92,"Ducks Unlimited Canada in Missaquash Marsh, New Brunswick, measures an Alewife before tagging it."
ENT-043363d9849d156aee9a,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0008,0.92,"Ducks Unlimited Canada (D U C) and Environment and Climate Change Canada (E C C C) have co-managed Alaksen N W A for decades, and the partnership recently com- pleted a major multi-year infrastructure project to ensure the long-term re"
ENT-c35f32603a6064165412,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0009,0.92,Ducks Unlimited Canada Funding constraints limited the scope of the project.
ENT-a3639eabf6db7b8ae3d3,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0010,0.92,Ducks Unlimited Canada with the former landowners to develop migratory waterfowl habitat.
ENT-31f6f198efdcfcfd9497,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0011,0.92,"Ducks Unlimited Canada (D U C) recently completed a significant restoration proj- ect in Mayook Marsh, a 60-acre (24-hectare) wetland located east of Cranbrook on an oxbow of the Kootenay River, in the traditional territories of the Kt"
ENT-7a398437d2b09d89bec2,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0012,0.92,Ducks Unlimited Canada Installing barriers to prevent fish from entering the work zone.
ENT-b701a651b8e7d669de60,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0013,0.92,"Ducks Unlimited Canada (D U C), the Nature Conservancy of Canada (N C C), Manitoba Habitat Conservancy (M H C), local communities and U.S."
ENT-1fd85ad4a5cecf8b9bad,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0014,0.92,Ducks Unlimited Canada Municipalities working with wetlands Alberta municipalities play an important role in maintaining wetland ecosystem services.
ENT-7dfd54d1bea139d55701,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0015,0.92,"Ducks Unlimited Canada Western Boreal Forest An award-winning collaboration About 85% of the nation’s critical wetlands are in the Western Boreal Forest (W B F), and roughly 40% of North America’s waterfowl breed here."
ENT-c1fd5f563a6b3efcf653,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0019,0.92,Ducks Unlimited Canada EnCana Corporation Environment
ENT-9b12dcc4d68f6361b40c,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0020,0.92,Ducks Unlimited Canada EnCana Corporation Environment and Climate Change Canada Esquimalt (Township of) Fisheries and Oceans Canada Fon dation de la faune du Québec Fort Good Hope Renewable Resources Council Habitat Conservation Trust
ENT-c592a5d9a8ad40e73b55,Ducks Unlimited,ducks unlimited,agency,DOC014,DOC014-C0021,0.92,Ducks Unlimited Inc.
ENT-34080d34e449523516a4,Ducks Unlimited,ducks unlimited,agency,DOC015,DOC015-C0003,0.92,Ducks Unlimited/Delta Waterfowl.
ENT-6f2c5a3ec7c925981971,Ducks Unlimited,ducks unlimited,agency,DOC015,DOC015-C0004,0.92,Ducks Unlimited/Delta Waterfowl.
ENT-00de7648be473385fb32,Ducks Unlimited,ducks unlimited,agency,DOC015,DOC015-C0005,0.92,Ducks Unlimited for 549 acres in Atchison County.
ENT-20055d3208ef3d0541be,Ducks Unlimited,ducks unlimited,agency,DOC017,DOC017-C0003,0.92,"Ducks Unlimited are using the grant to match the $3.5 million that has been dedicated from a diverse group of conservation partners to make the area better for waterfowl, wildlife watchers, hunters, and anglers."
ENT-d215320ef28ccdee3913,Ducks Unlimited,ducks unlimited,agency,DOC020,DOC020-C0026,0.92,Ducks Unlimited F = Federal Sport Fish Restoration N = North American Wetland Conservation Act (NAWCA) Ca pital Improvement Rehabilitation Construction Request Grand Total Outside Funding Source: HB19 Capital Improvement Statewide HB20
ENT-cd9c296271f77ab63635,Ducks Unlimited,ducks unlimited,agency,DOC021,DOC021-C0001,0.92,"Ducks Unlimited Conservation Waterfowl, Wildlife and People Need Wetlands Ducks Unlimited has conserved more than 20 million acres of wetlands and other waterfowl habitats across North America​ Why Wetlands Matter More than half of Nor"
ENT-09605844a28367591311,Ducks Unlimited,ducks unlimited,agency,DOC021,DOC021-C0002,0.92,"Ducks Unlimited volunteers, partners and fundraising events play in funding our work.​ Learn More Where We Work Ducks Unlimited has projects in all 50 states, Canada and Mexico."
ENT-041537b1df3e6ac2a7f9,Ducks Unlimited,ducks unlimited,agency,DOC027,DOC027-C0024,0.92,"Ducks Unlimited, the International Association for Impact Assessment (IAIA), the International Ocean Institute (IOI), LakeNet, the Society of Wetland Scientists (SWS), The Nature Conservancy (TNC), Stetson University College of Law, th"
ENT-b0e1b15b4de5c30b87f0,Ducks Unlimited,ducks unlimited,agency,DOC036,DOC036-C0005,0.92,"Ducks Unlimited EAB – Emerald Ash Borer ECBD – Emotional, Cognitive, And Behavioral Disabilities ECS – Ecological Classification System EQIP – U.S."
ENT-885b475c85ff09b6a118,Ducks Unlimited,ducks unlimited,agency,DOC036,DOC036-C0028,0.92,Ducks Unlimited (DU).
ENT-886745fd862c7f33e994,Ducks Unlimited,ducks unlimited,agency,DOC036,DOC036-C0194,0.92,Ducks Unlimited 11.
ENT-5b5319c6de57075bca5e,Ducks Unlimited,ducks unlimited,agency,DOC036,DOC036-C0195,0.92,Ducks Unlimited 11.
ENT-e91870eefc49704ddb54,Environment and Climate Change Canada,environment and climate change canada,agency,DOC014,DOC014-C0003,0.92,Environment and Climate Change Canada have recorded bird sounds to identify marshland species in B.C.’s Cariboo–Chilcotin region.
ENT-f5beb16b778fcc1ada9d,Environment and Climate Change Canada,environment and climate change canada,agency,DOC014,DOC014-C0005,0.92,"Environment and Climate Change Canada (E C C C), the provincial Resilient Agricultural Landscape Program and D U C supporters."
ENT-7d748bdc02f9dd46c3e6,Environment and Climate Change Canada,environment and climate change canada,agency,DOC014,DOC014-C0008,0.92,"Environment and Climate Change Canada (E C C C) have co-managed Alaksen N W A for decades, and the partnership recently com- pleted a major multi-year infrastructure project to ensure the long-term resilience of this unique landscape."
ENT-177d6c72f7c1759f8ab8,Environment and Climate Change Canada,environment and climate change canada,agency,DOC014,DOC014-C0012,0.92,Environment and Climate Change Canada on a multi-year project to measure the effect of conservation efforts on bird diversity and abundance in B.C.’s Cariboo–Chilcotin Coast region.
ENT-a0880cfb8089e4f40f72,Environment and Climate Change Canada,environment and climate change canada,agency,DOC014,DOC014-C0020,0.92,Environment and Climate Change Canada Esquimalt (Township of) Fisheries and Oceans Canada Fon dation de la faune du Québec Fort Good Hope Renewable Resources Council Habitat Conservation Trust Foundation Irving Oil Island Nature Trust K'ahsho Got'ine Founda
ENT-3d712cd7fd15a5ae2bb8,Environment and Climate Change Canada,environment and climate change canada,agency,DOC014,DOC014-C0021,0.92,Environment and Climate Change Canada 35 1 St.
ENT-977391dcf8f42b719f8f,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0001,0.92,"Missouri Department of Conservation Conserving healthy fish, forests, and wildlife 2015 Missouri State Wildlife Action Plan 2015 Missouri is a national leader in fish, forest, and wildlife conservation due to Missouri citizens’ unique and proactive suppor"
ENT-7f1266e76e705866013f,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0002,0.92,"Missouri Department of Conservation, Missouri Department of Natural Resources, U.S."
ENT-c061781087b9206de2b9,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0009,0.92,"Missouri Department of Conservation (the Department) embarked upon the development of the Comprehensive Wildlife Conservation Strategy (CWCS) in 2005, the goal was to use all the informa- tion acquired in the prior 30 years to identify a set of Conservati"
ENT-324f1211cc662dbc500d,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0023,0.92,MDC program helps answer citizen ques - tions and helps to investigate concerns and resolve complaints.
ENT-1f798a5aab6718d445bc,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0025,0.92,"Missouri Department of Conservation, Jefferson City, MO."
ENT-1d5954514832ac6784f5,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0026,0.92,"Missouri Department of Conservation, Jefferson City, MO."
ENT-440cfda54c843e8c1136,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0030,0.92,Missouri Department of Conservation and the U.S.
ENT-b49e99fba855cf1bc489,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0031,0.92,Missouri Department of Conservation and the U.S.
ENT-f000846a1c872f9604a8,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0033,0.92,"Missouri Department of Conservation, Missouri Department of Natural Resources, Missouri Prairie Foundation, Natural Resources Conservation Service, Quail Forever, Southeast Missouri State University, Southern Illinois Uni- versity at Edwardsville, and the"
ENT-cf6a67380f5cfe0317fb,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0034,0.92,Missouri Department of Conservation and many conservation partners.
ENT-b8da6ff888667b52d425,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0035,0.92,Missouri Department of Conservation and many conservation partners.
ENT-fd8f0dc6ed3772a11295,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0039,0.92,"Missouri Department of Conservation, 1994)."
ENT-6ed625c9c8a2c6456de0,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0040,0.92,"Forest Service, Mark Twain National Forest; Missouri Department of Conservation; the Missouri Department of Natural Resources, the University of Missouri Extension; Natural Resources Conservation Service; and State and Private Forestry, Forest Health Protection."
ENT-78cf1fac7dfcb5c5d3d7,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0041,0.92,Missouri Department of Conservation used these data in the Forest Management Plan.
ENT-e7a977cf8cb0f3421d33,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0043,0.92,"Missouri Department of Conservation owns and manag- es several large tracts within this landscape including Huzzah, Pea Ridge, Meramec, and Little Indian Creek conservation areas."
ENT-9edb2b4c68f28d6cca0d,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0044,0.92,"Missouri Department of Conservation, Mis- souri Department of Natural Resources, Missouri Prairie Founda - tion, National Wild Turkey Federation, Natural Resources Conser - vation Service, Quail Forever, Soil and Water Conservation District (Adair, Putnam"
ENT-83e0560365bf7e78b6ca,Missouri Department of Conservation,missouri department of conservation,agency,DOC001,DOC001-C0045,0.92,Missouri Department of Conservation and AmeriCorps St.
